Date,Particulars,Voucher No.,Voucher Ref. No.,Narration,Quantity,Rate,Value,Gross Total,GST Sales,Output CGST @ 9%,Output SGST @ 9%,Round Off,Output CGST @ 6%,Output SGST @ 6%,Output CGST @ 2.5%,Output SGST @ 2.5%,Output IGST @ 12%,Shipping Local GST @ 18%,Output IGST @ 18%,Output IGST @ 5%,Shipping Local GST @ 12%,Shipping Interstate GST @ 12%,Local GST Sales @ 5%,Local GST Sales @ 12%,Local GST Sales @ 18%,Interstate GST Sales @ 5%,Interstate GST Sales @ 12%,Interstate GST Sales @ 18%
,Plaeto Aspire School Shoes (Size 10 C) - Black,,,,1 Pr,660.71/Pr,660.71,,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 01 UK) - Black,,,,1 Pr,813.39/Pr,813.39,,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 04 UK) - Black,,,,1 Pr,813.39/Pr,813.39,,,,,,,,,,,,,,,,,,,,,
24-May-25,R M SURESH & CO,PSB25-26/INV-371,PSB25-26/INV-371,Being Sale of Goods - Accounted,16 Pr,,20768.16,24506.00 Dr,20768.16 Cr,1869.14 Cr,1869.14 Cr,0.44 Dr,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 01 UK) - Black,,,,2 Pr,1224.51/Pr,2449.02,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 04 UK) - Black,,,,2 Pr,1224.51/Pr,2449.02,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 05 UK) - Black,,,,3 Pr,1322.51/Pr,3967.53,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 07 UK) - Black,,,,3 Pr,1322.51/Pr,3967.53,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 08 UK) - Black,,,,2 Pr,1322.51/Pr,2645.02,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 09 UK) - Black,,,,1 Pr,1322.51/Pr,1322.51,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 10 UK) - Black,,,,1 Pr,1322.51/Pr,1322.51,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 11 UK) - Black,,,,2 Pr,1322.51/Pr,2645.02,,,,,,,,,,,,,,,,,,,,,
24-May-25,Hiri H.M,PSB25-26/INV-372,PSB25-26/INV-372,Being Sale of Goods - Accounted,1 Pr,,1.00,1.00 Dr,1.00 Cr,,,0.12 Dr,0.06 Cr,0.06 Cr,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 09 US) - Black,,,,1 Pr,1.00/Pr,1.00,,,,,,,,,,,,,,,,,,,,,
24-May-25,KINGSTON HIGH SCHOOL,PSB25-26/INV-373,PSB25-26/INV-373,Being Sale of Goods - Accounted,1 Pr,,1.00,1.00 Dr,1.00 Cr,,,0.12 Dr,0.06 Cr,0.06 Cr,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 10 UK) - Black,,,,1 Pr,1.00/Pr,1.00,,,,,,,,,,,,,,,,,,,,,
26-May-25,HITESH CREATIONS (J P NAGAR),PSB25-26/INV-374,PSB25-26/INV-374,Being Sale of Goods - Accounted,31 Pr,,26873.00,30098.00 Dr,26873.00 Cr,,,0.24 Cr,1612.38 Cr,1612.38 Cr,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 13 C) - Black,,,,10 Pr,740.00/Pr,7400.00,,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 01 UK) - Black,,,,10 Pr,911.00/Pr,9110.00,,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 02 UK) - Black,,,,3 Pr,911.00/Pr,2733.00,,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 04 UK) - Black,,,,2 Pr,911.00/Pr,1822.00,,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 05 UK) - Black,,,,3 Pr,968.00/Pr,2904.00,,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 07 UK) - Black,,,,3 Pr,968.00/Pr,2904.00,,,,,,,,,,,,,,,,,,,,,
26-May-25,Walk-King Shoe Company,PSB25-26/INV-375,PSB25-26/INV-375,Being Sale of Goods - Accounted,520 Pr,,591630.00,698123.00 Dr,591630.00 Cr,,,0.40 Dr,,,,,,,106493.40 Cr,,,,,,,,,
,Reebok Prodigy Shoe (Size 10 C) - Black,,,,20 Pr,1107.00/Pr,22140.00,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 11 C) - Black,,,,30 Pr,1107.00/Pr,33210.00,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 13 C) - Black,,,,50 Pr,1107.00/Pr,55350.00,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 01 Y) - Black,,,,50 Pr,1107.00/Pr,55350.00,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 02 Y) - Black,,,,50 Pr,1107.00/Pr,55350.00,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 03 Y) - Black,,,,50 Pr,1107.00/Pr,55350.00,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 04 Y) - Black,,,,40 Pr,1107.00/Pr,44280.00,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 05 Y) - Black,,,,50 Pr,1107.00/Pr,55350.00,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 06 Y) - Black,,,,50 Pr,1107.00/Pr,55350.00,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 07 US) - Black,,,,40 Pr,1230.00/Pr,49200.00,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 08 US) - Black,,,,20 Pr,1230.00/Pr,24600.00,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 09 US) - Black,,,,30 Pr,1230.00/Pr,36900.00,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 10 US) - Black,,,,40 Pr,1230.00/Pr,49200.00,,,,,,,,,,,,,,,,,,,,,
26-May-25,V A Sports,PSB25-26/INV-376,PSB25-26/INV-376,Being Sale of Goods - Accounted,101 Pr,,18180.00,19089.00 Dr,18180.00 Cr,,,,,,454.50 Cr,454.50 Cr,,,,,,,,,,,,
,White Crew Socks with Grey Rings (P/3) - S,,,,30 Pr,180.00/Pr,5400.00,,,,,,,,,,,,,,,,,,,,,
,White Crew Socks with Grey Rings (P/3) - XL,,,,6 Pr,180.00/Pr,1080.00,,,,,,,,,,,,,,,,,,,,,
,White Crew Socks with Grey Rings (P/3) - XXL,,,,40 Pr,180.00/Pr,7200.00,,,,,,,,,,,,,,,,,,,,,
,White Crew Socks with Pink Rings (P/3) - M,,,,25 Pr,180.00/Pr,4500.00,,,,,,,,,,,,,,,,,,,,,
26-May-25,ETERNAL TRADING CO,PSB25-26/INV-377,PSB25-26/INV-377,Being Sale of Goods - Accounted,375 Pr,,261896.28,293324.00 Dr,261896.28 Cr,,,0.15 Cr,,,,,31427.57 Cr,,,,,,,,,,,
,Plaeto S’cool  Shoes (Size 12 C) - Black,,,,24 Pr,632.68/Pr,15184.32,,,,,,,,,,,,,,,,,,,,,
,Plaeto S’cool  Shoes (Size 13 C) - Black,,,,24 Pr,632.68/Pr,15184.32,,,,,,,,,,,,,,,,,,,,,
,Plaeto S’cool  Shoes (Size 01 UK) - Black,,,,15 Pr,632.68/Pr,9490.20,,,,,,,,,,,,,,,,,,,,,
,Plaeto S’cool  Shoes (Size 04 UK) - Black,,,,36 Pr,632.68/Pr,22776.48,,,,,,,,,,,,,,,,,,,,,
,Plaeto S’cool  Shoes (Size 05 UK) - Black,,,,36 Pr,721.96/Pr,25990.56,,,,,,,,,,,,,,,,,,,,,
,Plaeto S’cool  Shoes (Size 06 UK) - Black,,,,36 Pr,721.96/Pr,25990.56,,,,,,,,,,,,,,,,,,,,,
,Plaeto S’cool  Shoes (Size 07 UK) - Black,,,,36 Pr,721.96/Pr,25990.56,,,,,,,,,,,,,,,,,,,,,
,Plaeto S’cool  Shoes (Size 08 UK) - Black,,,,36 Pr,721.96/Pr,25990.56,,,,,,,,,,,,,,,,,,,,,
,Plaeto S’cool  Shoes (Size 09 UK) - Black,,,,36 Pr,721.96/Pr,25990.56,,,,,,,,,,,,,,,,,,,,,
,Plaeto S’cool  Shoes (Size 10 UK) - Black,,,,48 Pr,721.96/Pr,34654.08,,,,,,,,,,,,,,,,,,,,,
,Plaeto S’cool  Shoes (Size 11 UK) - Black,,,,48 Pr,721.96/Pr,34654.08,,,,,,,,,,,,,,,,,,,,,
26-May-25,RAKHRA THE SPORTS HOUSE,PSB25-26/INV-378,PSB25-26/INV-378,Being Sale of Goods - Accounted,45 Pr,,54771.00,63851.00 Dr,54771.00 Cr,3760.58 Cr,3760.58 Cr,0.40 Cr,779.22 Cr,779.22 Cr,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 09C) - Black,,,,1 Pr,999.00/Pr,999.00,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 10 C) - Black,,,,1 Pr,999.00/Pr,999.00,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 11 C) - Black,,,,2 Pr,999.00/Pr,1998.00,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 12 C) - Black,,,,3 Pr,999.00/Pr,2997.00,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 13 C) - Black,,,,6 Pr,999.00/Pr,5994.00,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 01 UK) - Black,,,,6 Pr,1249.50/Pr,7497.00,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 02 UK) - Black,,,,3 Pr,1249.50/Pr,3748.50,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 03 UK) - Black,,,,3 Pr,1249.50/Pr,3748.50,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 04 UK) - Black,,,,2 Pr,1249.50/Pr,2499.00,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 05 UK) - Black,,,,5 Pr,1349.50/Pr,6747.50,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 07 UK) - Black,,,,4 Pr,1349.50/Pr,5398.00,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 08 UK) - Black,,,,4 Pr,1349.50/Pr,5398.00,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 09 UK) - Black,,,,2 Pr,1349.50/Pr,2699.00,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 10 UK) - Black,,,,1 Pr,1349.50/Pr,1349.50,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 11 UK) - Black,,,,2 Pr,1349.50/Pr,2699.00,,,,,,,,,,,,,,,,,,,,,
26-May-25,Hiri H.M,PSB25-26/INV-379,PSB25-26/INV-379,Being Sale of Goods - Accounted,1 Pr,,1.00,1.00 Dr,1.00 Cr,,,0.12 Dr,0.06 Cr,0.06 Cr,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 10 US) - Black,,,,1 Pr,1.00/Pr,1.00,,,,,,,,,,,,,,,,,,,,,
27-May-25,HITESH CREATIONS (J P NAGAR),PSB25-26/INV-380,PSB25-26/INV-380,Being Sale of Goods - Accounted,6 Pr,,5580.00,6250.00 Dr,5580.00 Cr,,,0.40 Cr,334.80 Cr,334.80 Cr,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 03 UK) - Black,,,,4 Pr,911.00/Pr,3644.00,,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 08 UK) - Black,,,,2 Pr,968.00/Pr,1936.00,,,,,,,,,,,,,,,,,,,,,
27-May-25,MICKEY AND MINNIE CLOTHING,PSB25-26/INV-381,PSB25-26/INV-381,Being Sale of Goods - Accounted,28 Pr,,35392.00,41763.00 Dr,35392.00 Cr,3185.28 Cr,3185.28 Cr,0.44 Cr,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 12 C) - Black,,,,3 Pr,1019.00/Pr,3057.00,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 01 UK) - Black,,,,5 Pr,1273.00/Pr,6365.00,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 02 UK) - Black,,,,5 Pr,1273.00/Pr,6365.00,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 03 UK) - Black,,,,5 Pr,1273.00/Pr,6365.00,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 04 UK) - Black,,,,5 Pr,1273.00/Pr,6365.00,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 05 UK) - Black,,,,5 Pr,1375.00/Pr,6875.00,,,,,,,,,,,,,,,,,,,,,
27-May-25,ELEMENTS BRAND MERCHANDISING,PSB25-26/INV-382,PSB25-26/INV-382,Being Sale of Goods - Accounted,1 Pr,,701.00,785.00 Dr,701.00 Cr,,,0.12 Dr,,,,,84.12 Cr,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 10 C) - Black,,,,1 Pr,701.00/Pr,701.00,,,,,,,,,,,,,,,,,,,,,
27-May-25,HITESH CREATIONS (J P NAGAR),PSB25-26/INV-383,PSB25-26/INV-383,Being Sale of Goods - Accounted,1 Pr,,740.00,904.00 Dr,740.00 Cr,,,0.20 Cr,48.42 Cr,48.42 Cr,,,,,,,66.96 Cr,,,,,,,
,Plaeto Aspire School Shoes (Size 13 C) - Black,,,,1 Pr,740.00/Pr,740.00,,,,,,,,,,,,,,,,,,,,,
27-May-25,Uniform Central,PSB25-26/INV-384,PSB25-26/INV-384,Being Sale of Goods - Accounted,106 Pr,,140832.00,166182.00 Dr,140832.00 Cr,12674.88 Cr,12674.88 Cr,0.24 Cr,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 09 C) - Black,,,,1 Pr,1296.00/Pr,1296.00,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 10 C) - Black,,,,4 Pr,1296.00/Pr,5184.00,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 11 C) - Black,,,,3 Pr,1296.00/Pr,3888.00,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 12 C) - Black,,,,3 Pr,1296.00/Pr,3888.00,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 13 C) - Black,,,,5 Pr,1296.00/Pr,6480.00,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 01 Y) - Black,,,,9 Pr,1296.00/Pr,11664.00,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 02 Y) - Black,,,,11 Pr,1296.00/Pr,14256.00,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 03 Y) - Black,,,,13 Pr,1296.00/Pr,16848.00,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 04 Y) - Black,,,,12 Pr,1296.00/Pr,15552.00,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 05 Y) - Black,,,,11 Pr,1296.00/Pr,14256.00,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 06 Y) - Black,,,,10 Pr,1296.00/Pr,12960.00,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 07 US) - Black,,,,9 Pr,1440.00/Pr,12960.00,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 08 US) - Black,,,,5 Pr,1440.00/Pr,7200.00,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 09 US) - Black,,,,7 Pr,1440.00/Pr,10080.00,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 10 US) - Black,,,,1 Pr,1440.00/Pr,1440.00,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 11 US) - Black,,,,2 Pr,1440.00/Pr,2880.00,,,,,,,,,,,,,,,,,,,,,
27-May-25,Uniform Central,PSB25-26/INV-385,PSB25-26/INV-385,Being Sale of Goods - Accounted,47 Pr,,57350.00,67673.00 Dr,57350.00 Cr,5161.50 Cr,5161.50 Cr,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 09C) - Black,,,,2 Pr,1000.00/Pr,2000.00,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 10 C) - Black,,,,3 Pr,1000.00/Pr,3000.00,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 11 C) - Black,,,,3 Pr,1000.00/Pr,3000.00,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 12 C) - Black,,,,1 Pr,1000.00/Pr,1000.00,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 13 C) - Black,,,,3 Pr,1000.00/Pr,3000.00,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 01 UK) - Black,,,,4 Pr,1250.00/Pr,5000.00,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 02 UK) - Black,,,,5 Pr,1250.00/Pr,6250.00,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 03 UK) - Black,,,,7 Pr,1250.00/Pr,8750.00,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 04 UK) - Black,,,,3 Pr,1250.00/Pr,3750.00,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 05 UK) - Black,,,,2 Pr,1350.00/Pr,2700.00,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 06 UK) - Black,,,,2 Pr,1350.00/Pr,2700.00,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 07 UK) - Black,,,,7 Pr,1350.00/Pr,9450.00,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 08 UK) - Black,,,,1 Pr,1350.00/Pr,1350.00,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 09 UK) - Black,,,,1 Pr,1350.00/Pr,1350.00,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 10 UK) - Black,,,,1 Pr,1350.00/Pr,1350.00,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 11 UK) - Black,,,,2 Pr,1350.00/Pr,2700.00,,,,,,,,,,,,,,,,,,,,,
27-May-25,Think Infinity School,PSB25-26/INV-386,PSB25-26/INV-386,Being Sale of Goods - Accounted,1000 Pr,,71430.00,75002.00 Dr,71430.00 Cr,,,0.50 Cr,,,,,,,,3571.50 Cr,,,,,,,,
,TIS Grey Melange Semi Crew Socks with TIS logo (P/1) - XS,,,,200 Pr,71.43/Pr,14286.00,,,,,,,,,,,,,,,,,,,,,
,TIS Grey Melange Semi Crew Socks with TIS logo (P/1) - S,,,,200 Pr,71.43/Pr,14286.00,,,,,,,,,,,,,,,,,,,,,
,TIS Grey Melange Semi Crew Socks with TIS logo (P/1) - M,,,,200 Pr,71.43/Pr,14286.00,,,,,,,,,,,,,,,,,,,,,
,TIS Grey Melange Semi Crew Socks with TIS logo (P/1) - L,,,,200 Pr,71.43/Pr,14286.00,,,,,,,,,,,,,,,,,,,,,
,TIS Grey Melange Semi Crew Socks with TIS logo (P/1) - XL,,,,200 Pr,71.43/Pr,14286.00,,,,,,,,,,,,,,,,,,,,,
27-May-25,GoScholar,PSB25-26/INV-387,PSB25-26/INV-387,Being Sale of Goods - Accounted,256 Pr,,45312.00,47578.00 Dr,45312.00 Cr,,,0.40 Cr,,,,,,,,2265.60 Cr,,,,,,,,
,VIVA Black Crew Length Socks (P/3) - XS,,,,11 Pr,177.00/Pr,1947.00,,,,,,,,,,,,,,,,,,,,,
,VIVA Black Crew Length Socks (P/3) - S,,,,89 Pr,177.00/Pr,15753.00,,,,,,,,,,,,,,,,,,,,,
,VIVA Black Crew Length Socks (P/3) - M,,,,66 Pr,177.00/Pr,11682.00,,,,,,,,,,,,,,,,,,,,,
,VIVA Black Crew Length Socks (P/3) - L,,,,60 Pr,177.00/Pr,10620.00,,,,,,,,,,,,,,,,,,,,,
,VIVA Black Crew Length Socks (P/3) - XL,,,,30 Pr,177.00/Pr,5310.00,,,,,,,,,,,,,,,,,,,,,
27-May-25,Mr. Ajit,PSB25-26/INV-388,PSB25-26/INV-388,Being Sale of Goods - Accounted,,,5.00,5.00 Dr,5.00 Cr,,,0.30 Dr,,,0.15 Cr,0.15 Cr,,,,,,,,,,,,
,Kumaran CBSE Full Sleeve Sweater - Navy - 34,,,,1 Pcs,1.00/Pcs,1.00,,,,,,,,,,,,,,,,,,,,,
,Kumaran Blue Melange Semi Crew Socks (P/1) - M,,,,1 Pr,1.00/Pr,1.00,,,,,,,,,,,,,,,,,,,,,
,Kumaran Blue Melange Semi Crew Socks (P/1) - L,,,,1 Pr,1.00/Pr,1.00,,,,,,,,,,,,,,,,,,,,,
,Kumaran White Semi Crew Socks (P/1) - M,,,,1 Pr,1.00/Pr,1.00,,,,,,,,,,,,,,,,,,,,,
,Kumaran White Semi Crew Socks (P/1) - L,,,,1 Pr,1.00/Pr,1.00,,,,,,,,,,,,,,,,,,,,,
27-May-25,Mr. Ajit,PSB25-26/INV-389,PSB25-26/INV-389,Being Sale of Goods - Accounted,3 Pr,,3.00,3.00 Dr,3.00 Cr,,,0.36 Dr,0.18 Cr,0.18 Cr,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 04 UK) - Black,,,,1 Pr,1.00/Pr,1.00,,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 12 UK) - Black,,,,1 Pr,1.00/Pr,1.00,,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 12 UK) - White,,,,1 Pr,1.00/Pr,1.00,,,,,,,,,,,,,,,,,,,,,
27-May-25,Vijai Rajagopal,PSB25-26/INV-390,PSB25-26/INV-390,Being Sale of Goods - Accounted,,,7.00,8.00 Dr,7.00 Cr,,,0.48 Cr,0.12 Cr,0.12 Cr,0.14 Cr,0.14 Cr,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 11 US) - Black,,,,1 Pr,1.00/Pr,1.00,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 12 US) - Black,,,,1 Pr,1.00/Pr,1.00,,,,,,,,,,,,,,,,,,,,,
,Kumaran Blue Melange Semi Crew Socks (P/1) - XXXL,,,,1 Pr,1.00/Pr,1.00,,,,,,,,,,,,,,,,,,,,,
,Kumaran White Semi Crew Socks (P/1) - XXXL,,,,1 Pr,1.00/Pr,1.00,,,,,,,,,,,,,,,,,,,,,
,Kumaran CBSE Full Sleeve Sweater - Navy - 40,,,,2 Pcs,1.00/Pcs,2.00,,,,,,,,,,,,,,,,,,,,,
,Kumaran Sleeveless Sweat Shirt CBSE- Navy - 40,,,,1 Pcs,1.00/Pcs,1.00,,,,,,,,,,,,,,,,,,,,,
27-May-25,VICTORY EDUCORP SOLUTIONS PVT LTD,PSB25-26/INV-391,PSB25-26/INV-391,Being Sale of Goods - Accounted,25 Pr,,32500.00,38350.00 Dr,32500.00 Cr,,,,,,,,,,5850.00 Cr,,,,,,,,,
,Reebok Champion Shoe (Size 09 C) - Black,,,,5 Pr,1300.00/Pr,6500.00,,,,,,,,,,,,,,,,,,,,,
,Reebok Champion Shoe (Size 10 C) - Black,,,,10 Pr,1300.00/Pr,13000.00,,,,,,,,,,,,,,,,,,,,,
,Reebok Champion Shoe (Size 11 C) - Black,,,,9 Pr,1300.00/Pr,11700.00,,,,,,,,,,,,,,,,,,,,,
,Reebok Champion Shoe (Size 01 Y) - Black,,,,1 Pr,1300.00/Pr,1300.00,,,,,,,,,,,,,,,,,,,,,
27-May-25,"Lighthouse Learning Pvt Ltd.,",PSB25-26/INV-392,PSB25-26/INV-392,Being Sale of Goods - Accounted,312 Pr,,311688.00,349091.00 Dr,311688.00 Cr,,,0.44 Cr,,,,,37402.56 Cr,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 08 C) - Grey / Blue,,,,24 Pr,999.00/Pr,23976.00,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 09 C) - Grey / Blue,,,,48 Pr,999.00/Pr,47952.00,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 10 C) - Grey / Blue,,,,120 Pr,999.00/Pr,119880.00,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 11 C) - Grey / Blue,,,,48 Pr,999.00/Pr,47952.00,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 12 C) - Grey / Blue,,,,48 Pr,999.00/Pr,47952.00,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 13 C) - Grey / Blue,,,,24 Pr,999.00/Pr,23976.00,,,,,,,,,,,,,,,,,,,,,
28-May-25,Gubbacci Apparel Pvt Ltd,PSB25-26/INV-393,PSB25-26/INV-393,Being Sale of Goods - Accounted,6 Pr,,4146.42,4644.00 Dr,4146.42 Cr,,,,248.79 Cr,248.79 Cr,,,,,,,,,,,,,,
,Nivia - Mesh Rubber Sole Shoes (Size 08 UK) - Black,,,,4 Pr,691.07/Pr,2764.28,,,,,,,,,,,,,,,,,,,,,
,Nivia - Mesh Rubber Sole Shoes (Size 09 UK) - Black,,,,2 Pr,691.07/Pr,1382.14,,,,,,,,,,,,,,,,,,,,,
28-May-25,R M SURESH & CO,PSB25-26/INV-394,PSB25-26/INV-394,Being Sale of Goods - Accounted,61 Pr,,76644.14,90267.00 Dr,76644.14 Cr,6638.91 Cr,6638.91 Cr,0.38 Dr,172.71 Cr,172.71 Cr,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 13 C) - Black,,,,3 Pr,959.52/Pr,2878.56,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 01 UK) - Black,,,,3 Pr,1224.51/Pr,3673.53,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 02 UK) - Black,,,,7 Pr,1224.51/Pr,8571.57,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 03 UK) - Black,,,,10 Pr,1224.51/Pr,12245.10,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 04 UK) - Black,,,,10 Pr,1224.51/Pr,12245.10,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 07 UK) - Black,,,,12 Pr,1322.51/Pr,15870.12,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 08 UK) - Black,,,,6 Pr,1322.51/Pr,7935.06,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 09 UK) - Black,,,,6 Pr,1322.51/Pr,7935.06,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 10 UK) - Black,,,,2 Pr,1322.51/Pr,2645.02,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 11 UK) - Black,,,,2 Pr,1322.51/Pr,2645.02,,,,,,,,,,,,,,,,,,,,,
