Date,Particulars,Voucher No.,Voucher Ref. No.,Narration,Quantity,Rate,Value,Gross Total,GST Sales,Output IGST @ 18%,Round Off,Output IGST @ 12%,Output CGST @ 9%,Output SGST @ 9%,TCS on Sales (0.1%),Output CGST @ 2.5%,Output SGST @ 2.5%,Output CGST @ 6%,Output SGST @ 6%,Shipping Interstate GST @ 18%,Output IGST @ 5%,Input SGST @ 6%,Local GST Sales @ 5%,Local GST Sales @ 12%,Local GST Sales @ 18%,Interstate GST Sales @ 5%,Interstate GST Sales @ 18%
01-Mar-25,"Lighthouse Learning Pvt Ltd.,",PSB24-25/INV-868,PSB24-25/INV-868,Being Sale of Goods - Accounted,252 Pr,,322092.00,380069.00 Dr,322092.00 Cr,57976.56 Cr,0.44 Cr,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 01 UK) - Grey / Blue,,,,18 Pr,1211.00/Pr,21798.00,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 02 UK) - Grey / Blue,,,,18 Pr,1211.00/Pr,21798.00,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 03 UK) - Grey / Blue,,,,18 Pr,1211.00/Pr,21798.00,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 04 UK) - Grey / Blue,,,,18 Pr,1211.00/Pr,21798.00,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 05 UK) - Grey / Blue,,,,12 Pr,1305.00/Pr,15660.00,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 06 UK) - Grey / Blue,,,,12 Pr,1305.00/Pr,15660.00,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 07 UK) - Grey / Blue,,,,24 Pr,1305.00/Pr,31320.00,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 08 UK) - Grey / Blue,,,,24 Pr,1305.00/Pr,31320.00,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 09 UK) - Grey / Blue,,,,36 Pr,1305.00/Pr,46980.00,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 11 UK) - Grey / Blue,,,,24 Pr,1305.00/Pr,31320.00,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 12 UK) - Grey / Blue,,,,48 Pr,1305.00/Pr,62640.00,,,,,,,,,,,,,,,,,,,,
03-Mar-25,VICTORY EDUCORP SOLUTIONS PVT LTD,PSB24-25/INV-869,PSB24-25/INV-869,Being Sale of Goods - Accounted,190 Pr,,166592.00,186583.00 Dr,166592.00 Cr,,0.04 Dr,19991.04 Cr,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 07 C) - Black,,,,4 Pr,740.00/Pr,2960.00,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 08 C) - Black,,,,12 Pr,740.00/Pr,8880.00,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 09 C) - Black,,,,12 Pr,740.00/Pr,8880.00,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 10 C) - Black,,,,12 Pr,740.00/Pr,8880.00,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 11 C) - Black,,,,12 Pr,740.00/Pr,8880.00,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 12 C) - Black,,,,12 Pr,740.00/Pr,8880.00,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 01 UK) - Black,,,,12 Pr,911.00/Pr,10932.00,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 02 UK) - Black,,,,12 Pr,911.00/Pr,10932.00,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 03 UK) - Black,,,,12 Pr,911.00/Pr,10932.00,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 04 UK) - Black,,,,12 Pr,911.00/Pr,10932.00,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 05 UK) - Black,,,,12 Pr,968.00/Pr,11616.00,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 06 UK) - Black,,,,12 Pr,968.00/Pr,11616.00,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 07 UK) - Black,,,,12 Pr,968.00/Pr,11616.00,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 08 UK) - Black,,,,12 Pr,968.00/Pr,11616.00,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 09 UK) - Black,,,,12 Pr,968.00/Pr,11616.00,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 10 UK) - Black,,,,12 Pr,968.00/Pr,11616.00,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 11 UK) - Black,,,,6 Pr,968.00/Pr,5808.00,,,,,,,,,,,,,,,,,,,,
03-Mar-25,ELEMENTS BRAND MERCHANDISING,PSB24-25/INV-870,PSB24-25/INV-870,Being Sale of Goods - Accounted,2 Pr,,1402.00,1570.00 Dr,1402.00 Cr,,0.24 Dr,168.24 Cr,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 11 C) - Black,,,,2 Pr,701.00/Pr,1402.00,,,,,,,,,,,,,,,,,,,,
03-Mar-25,ELEMENTS BRAND MERCHANDISING,PSB24-25/INV-871,PSB24-25/INV-871,Being Sale of Goods - Accounted,3 Pr,,3888.00,4588.00 Dr,3888.00 Cr,699.84 Cr,0.16 Cr,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 13 C) - Black,,,,1 Pr,1296.00/Pr,1296.00,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 02 Y) - Black,,,,2 Pr,1296.00/Pr,2592.00,,,,,,,,,,,,,,,,,,,,
03-Mar-25,Unipro (S),PSB24-25/INV-872,PSB24-25/INV-872,Being Sale of Goods - Accounted,36 Pr,,45630.00,53843.00 Dr,45630.00 Cr,,0.40 Dr,,4106.70 Cr,4106.70 Cr,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 09 C) - Black,,,,2 Pr,1215.00/Pr,2430.00,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 10 C) - Black,,,,2 Pr,1215.00/Pr,2430.00,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 11 C) - Black,,,,2 Pr,1215.00/Pr,2430.00,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 12 C) - Black,,,,2 Pr,1215.00/Pr,2430.00,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 13 C) - Black,,,,2 Pr,1215.00/Pr,2430.00,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 01 Y) - Black,,,,2 Pr,1215.00/Pr,2430.00,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 02 Y) - Black,,,,2 Pr,1215.00/Pr,2430.00,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 03 Y) - Black,,,,2 Pr,1215.00/Pr,2430.00,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 04 Y) - Black,,,,2 Pr,1215.00/Pr,2430.00,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 05 Y) - Black,,,,2 Pr,1215.00/Pr,2430.00,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 06 Y) - Black,,,,2 Pr,1215.00/Pr,2430.00,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 07 US) - Black,,,,2 Pr,1350.00/Pr,2700.00,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 08 US) - Black,,,,2 Pr,1350.00/Pr,2700.00,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 09 US) - Black,,,,2 Pr,1350.00/Pr,2700.00,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 10 US) - Black,,,,2 Pr,1350.00/Pr,2700.00,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 11 US) - Black,,,,2 Pr,1350.00/Pr,2700.00,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 12 US) - Black,,,,2 Pr,1350.00/Pr,2700.00,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 13 US) - Black,,,,2 Pr,1350.00/Pr,2700.00,,,,,,,,,,,,,,,,,,,,
03-Mar-25,"Lighthouse Learning Pvt Ltd.,",PSB24-25/INV-873,PSB24-25/INV-873,Being Sale of Goods - Accounted,1 Pr,,999.00,1119.00 Dr,999.00 Cr,,0.12 Cr,119.88 Cr,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 13 C) - Grey / Blue,,,,1 Pr,999.00/Pr,999.00,,,,,,,,,,,,,,,,,,,,
04-Mar-25,Mr. Soman,PSB24-25/INV-874,PSB24-25/INV-874,Being Sale of Goods - Accounted,1 Pr,,1484.75,1752.00 Dr,1484.75 Cr,,0.01 Dr,,133.63 Cr,133.63 Cr,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 10 UK) - Black,,,,1 Pr,1484.75/Pr,1484.75,,,,,,,,,,,,,,,,,,,,
04-Mar-25,H AND M ENTERPRISES (DPS),PSB24-25/INV-875,PSB24-25/INV-875,Being Sale of Goods - Accounted,115 Pr,,124482.95,147037.00 Dr,124482.95 Cr,,0.17 Cr,,11203.44 Cr,11203.44 Cr,147.00 Cr,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 09 C) - Black,,,,10 Pr,1076.27/Pr,10762.70,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 10 C) - Black,,,,10 Pr,1076.27/Pr,10762.70,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 11 C) - Black,,,,10 Pr,1076.27/Pr,10762.70,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 12 C) - Black,,,,10 Pr,1076.27/Pr,10762.70,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 13 C) - Black,,,,10 Pr,1076.27/Pr,10762.70,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 01 Y) - Black,,,,10 Pr,1076.27/Pr,10762.70,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 02 Y) - Black,,,,10 Pr,1076.27/Pr,10762.70,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 03 Y) - Black,,,,12 Pr,1076.27/Pr,12915.24,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 04 Y) - Black,,,,12 Pr,1076.27/Pr,12915.24,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 05 Y) - Black,,,,12 Pr,1076.27/Pr,12915.24,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 06 Y) - Black,,,,3 Pr,1076.27/Pr,3228.81,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 07 US) - Black,,,,3 Pr,1194.92/Pr,3584.76,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 08 US) - Black,,,,3 Pr,1194.92/Pr,3584.76,,,,,,,,,,,,,,,,,,,,
04-Mar-25,"Lighthouse Learning Pvt Ltd.,",PSB24-25/INV-876,PSB24-25/INV-876,Being Sale of Goods - Accounted,522 Pr,,652446.00,769886.00 Dr,652446.00 Cr,117440.28 Cr,0.28 Dr,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 01 UK) - Grey / Blue,,,,108 Pr,1211.00/Pr,130788.00,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 02 UK) - Grey / Blue,,,,72 Pr,1211.00/Pr,87192.00,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 03 UK) - Grey / Blue,,,,36 Pr,1211.00/Pr,43596.00,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 04 UK) - Grey / Blue,,,,90 Pr,1211.00/Pr,108990.00,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 05 UK) - Grey / Blue,,,,60 Pr,1305.00/Pr,78300.00,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 06 UK) - Grey / Blue,,,,60 Pr,1305.00/Pr,78300.00,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 07 UK) - Grey / Blue,,,,12 Pr,1305.00/Pr,15660.00,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 08 UK) - Grey / Blue,,,,48 Pr,1305.00/Pr,62640.00,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 09 UK) - Grey / Blue,,,,12 Pr,1305.00/Pr,15660.00,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 10 UK) - Grey / Blue,,,,24 Pr,1305.00/Pr,31320.00,,,,,,,,,,,,,,,,,,,,
04-Mar-25,"Lighthouse Learning Pvt Ltd.,",PSB24-25/INV-877,PSB24-25/INV-877,Being Sale of Goods - Accounted,324 Pr,,323676.00,362517.00 Dr,323676.00 Cr,,0.12 Dr,38841.12 Cr,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 08 C) - Grey / Blue,,,,27 Pr,999.00/Pr,26973.00,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 09 C) - Grey / Blue,,,,54 Pr,999.00/Pr,53946.00,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 10 C) - Grey / Blue,,,,27 Pr,999.00/Pr,26973.00,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 11 C) - Grey / Blue,,,,27 Pr,999.00/Pr,26973.00,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 12 C) - Grey / Blue,,,,27 Pr,999.00/Pr,26973.00,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 13 C) - Grey / Blue,,,,162 Pr,999.00/Pr,161838.00,,,,,,,,,,,,,,,,,,,,
05-Mar-25,ETERNAL TRADING CO,PSB24-25/INV-878,PSB24-25/INV-878,Being Sale of Goods - Accounted,103 Pr,,74361.88,83368.00 Dr,74361.88 Cr,,0.29 Dr,8923.41 Cr,,,83.00 Cr,,,,,,,,,,,,
,Plaeto S’cool  Shoes (Size 05 UK) - Black,,,,24 Pr,721.96/Pr,17327.04,,,,,,,,,,,,,,,,,,,,
,Plaeto S’cool  Shoes (Size 06 UK) - Black,,,,24 Pr,721.96/Pr,17327.04,,,,,,,,,,,,,,,,,,,,
,Plaeto S’cool  Shoes (Size 07 UK) - Black,,,,24 Pr,721.96/Pr,17327.04,,,,,,,,,,,,,,,,,,,,
,Plaeto S’cool  Shoes (Size 08 UK) - Black,,,,7 Pr,721.96/Pr,5053.72,,,,,,,,,,,,,,,,,,,,
,Plaeto S’cool  Shoes (Size 09 UK) - Black,,,,24 Pr,721.96/Pr,17327.04,,,,,,,,,,,,,,,,,,,,
05-Mar-25,H AND M ENTERPRISES (DPS),PSB24-25/INV-879,PSB24-25/INV-879,Being Sale of Goods - Accounted,220 Pr,,259322.90,306307.00 Dr,259322.90 Cr,,,,23339.05 Cr,23339.05 Cr,306.00 Cr,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 05 Y) - Black,,,,10 Pr,1076.27/Pr,10762.70,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 06 Y) - Black,,,,20 Pr,1076.27/Pr,21525.40,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 07 US) - Black,,,,30 Pr,1194.92/Pr,35847.60,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 08 US) - Black,,,,30 Pr,1194.92/Pr,35847.60,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 09 US) - Black,,,,40 Pr,1194.92/Pr,47796.80,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 10 US) - Black,,,,40 Pr,1194.92/Pr,47796.80,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 11 US) - Black,,,,30 Pr,1194.92/Pr,35847.60,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 12 US) - Black,,,,20 Pr,1194.92/Pr,23898.40,,,,,,,,,,,,,,,,,,,,
05-Mar-25,H AND M ENTERPRISES (DPS),PSB24-25/INV-880,PSB24-25/INV-880,Being Sale of Goods - Accounted,385 Pr,,435127.70,513965.00 Dr,435127.70 Cr,,0.28 Cr,,39161.51 Cr,39161.51 Cr,514.00 Cr,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 10 C) - Black,,,,10 Pr,1076.27/Pr,10762.70,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 11 C) - Black,,,,10 Pr,1076.27/Pr,10762.70,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 12 C) - Black,,,,10 Pr,1076.27/Pr,10762.70,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 13 C) - Black,,,,20 Pr,1076.27/Pr,21525.40,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 01 Y) - Black,,,,25 Pr,1076.27/Pr,26906.75,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 02 Y) - Black,,,,25 Pr,1076.27/Pr,26906.75,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 03 Y) - Black,,,,25 Pr,1076.27/Pr,26906.75,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 04 Y) - Black,,,,25 Pr,1076.27/Pr,26906.75,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 05 Y) - Black,,,,20 Pr,1076.27/Pr,21525.40,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 06 Y) - Black,,,,40 Pr,1076.27/Pr,43050.80,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 07 US) - Black,,,,35 Pr,1194.92/Pr,41822.20,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 08 US) - Black,,,,35 Pr,1194.92/Pr,41822.20,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 09 US) - Black,,,,30 Pr,1194.92/Pr,35847.60,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 10 US) - Black,,,,25 Pr,1194.92/Pr,29873.00,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 11 US) - Black,,,,20 Pr,1194.92/Pr,23898.40,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 12 US) - Black,,,,20 Pr,1194.92/Pr,23898.40,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 13 US) - Black,,,,10 Pr,1194.92/Pr,11949.20,,,,,,,,,,,,,,,,,,,,
05-Mar-25,H AND M ENTERPRISES (DPS),PSB24-25/INV-881,PSB24-25/INV-881,Being Sale of Goods - Accounted,385 Pr,,435127.70,513965.00 Dr,435127.70 Cr,,0.28 Cr,,39161.51 Cr,39161.51 Cr,514.00 Cr,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 10 C) - Black,,,,10 Pr,1076.27/Pr,10762.70,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 11 C) - Black,,,,10 Pr,1076.27/Pr,10762.70,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 12 C) - Black,,,,10 Pr,1076.27/Pr,10762.70,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 13 C) - Black,,,,20 Pr,1076.27/Pr,21525.40,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 01 Y) - Black,,,,25 Pr,1076.27/Pr,26906.75,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 02 Y) - Black,,,,25 Pr,1076.27/Pr,26906.75,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 03 Y) - Black,,,,25 Pr,1076.27/Pr,26906.75,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 04 Y) - Black,,,,25 Pr,1076.27/Pr,26906.75,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 05 Y) - Black,,,,20 Pr,1076.27/Pr,21525.40,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 06 Y) - Black,,,,40 Pr,1076.27/Pr,43050.80,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 07 US) - Black,,,,35 Pr,1194.92/Pr,41822.20,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 08 US) - Black,,,,35 Pr,1194.92/Pr,41822.20,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 09 US) - Black,,,,30 Pr,1194.92/Pr,35847.60,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 10 US) - Black,,,,25 Pr,1194.92/Pr,29873.00,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 11 US) - Black,,,,20 Pr,1194.92/Pr,23898.40,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 12 US) - Black,,,,20 Pr,1194.92/Pr,23898.40,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 13 US) - Black,,,,10 Pr,1194.92/Pr,11949.20,,,,,,,,,,,,,,,,,,,,
05-Mar-25,ELEMENTS BRAND MERCHANDISING,PSB24-25/INV-882,PSB24-25/INV-882,Being Sale of Goods - Accounted,1 Pr,,701.00,785.00 Dr,701.00 Cr,,0.12 Dr,84.12 Cr,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 12 C) - Black,,,,1 Pr,701.00/Pr,701.00,,,,,,,,,,,,,,,,,,,,
05-Mar-25,ELEMENTS BRAND MERCHANDISING,PSB24-25/INV-883,PSB24-25/INV-883,Being Sale of Goods - Accounted,3 Pr,,4032.00,4758.00 Dr,4032.00 Cr,725.76 Cr,0.24 Cr,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 12 C) - Black,,,,1 Pr,1296.00/Pr,1296.00,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 13 C) - Black,,,,1 Pr,1296.00/Pr,1296.00,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 13 US) - Black,,,,1 Pr,1440.00/Pr,1440.00,,,,,,,,,,,,,,,,,,,,
06-Mar-25,SAI ANUGRAHA TRADERS,PSB24-25/INV-884,PSB24-25/INV-884,Being Sale of Goods - Accounted,5 Pr,,5445.00,6324.00 Dr,5445.00 Cr,656.10 Cr,0.10 Dr,216.00 Cr,,,7.00 Cr,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 08 C) - White,,,,1 Pr,900.00/Pr,900.00,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 10 C) - White,,,,1 Pr,900.00/Pr,900.00,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 07 UK) - White,,,,1 Pr,1215.00/Pr,1215.00,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 08 UK) - White,,,,1 Pr,1215.00/Pr,1215.00,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 10 UK) - White,,,,1 Pr,1215.00/Pr,1215.00,,,,,,,,,,,,,,,,,,,,
06-Mar-25,ELEMENTS BRAND MERCHANDISING,PSB24-25/INV-885,PSB24-25/INV-885,Being Sale of Goods - Accounted,5 Pr,,4261.00,4772.00 Dr,4261.00 Cr,,0.32 Dr,511.32 Cr,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 08 C) - Black,,,,1 Pr,701.00/Pr,701.00,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 01 UK) - Black,,,,1 Pr,863.00/Pr,863.00,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 04 UK) - Black,,,,1 Pr,863.00/Pr,863.00,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 06 UK) - Black,,,,1 Pr,917.00/Pr,917.00,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 11 UK) - Black,,,,1 Pr,917.00/Pr,917.00,,,,,,,,,,,,,,,,,,,,
06-Mar-25,ELEMENTS BRAND MERCHANDISING,PSB24-25/INV-886,PSB24-25/INV-886,Being Sale of Goods - Accounted,8 Pr,,10512.00,12404.00 Dr,10512.00 Cr,1892.16 Cr,0.16 Dr,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 11 C) - Black,,,,2 Pr,1296.00/Pr,2592.00,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 02 Y) - Black,,,,1 Pr,1296.00/Pr,1296.00,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 03 Y) - Black,,,,1 Pr,1296.00/Pr,1296.00,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 04 Y) - Black,,,,1 Pr,1296.00/Pr,1296.00,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 06 Y) - Black,,,,2 Pr,1296.00/Pr,2592.00,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 08 US) - Black,,,,1 Pr,1440.00/Pr,1440.00,,,,,,,,,,,,,,,,,,,,
07-Mar-25,"Bodhivriksha Educational Society.,",PSB24-25/INV-887,PSB24-25/INV-887,Being Sale of Goods - Accounted,185 Pr,,166609.00,186602.00 Dr,166609.00 Cr,,0.08 Dr,19993.08 Cr,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 09 C) - Black,,,,4 Pr,714.00/Pr,2856.00,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 10 C) - Black,,,,5 Pr,714.00/Pr,3570.00,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 01 UK) - Black,,,,33 Pr,893.00/Pr,29469.00,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 02 UK) - Black,,,,33 Pr,893.00/Pr,29469.00,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 03 UK) - Black,,,,17 Pr,893.00/Pr,15181.00,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 04 UK) - Black,,,,26 Pr,893.00/Pr,23218.00,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 05 UK) - Black,,,,21 Pr,938.00/Pr,19698.00,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 06 UK) - Black,,,,18 Pr,938.00/Pr,16884.00,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 07 UK) - Black,,,,12 Pr,938.00/Pr,11256.00,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 08 UK) - Black,,,,5 Pr,938.00/Pr,4690.00,,,,,,,,,,,,,,,,,,,,
