Date,Particulars,Voucher No.,Voucher Ref. No.,Narration,Quantity,Rate,Value,Gross Total,GST Sales,Output IGST @ 18%,Round Off,Output IGST @ 12%,Output CGST @ 9%,Output SGST @ 9%,TCS on Sales (0.1%),Output CGST @ 2.5%,Output SGST @ 2.5%,Output CGST @ 6%,Output SGST @ 6%,Shipping Interstate GST @ 18%,Output IGST @ 5%,Input SGST @ 6%,Local GST Sales @ 5%,Local GST Sales @ 12%,Local GST Sales @ 18%,Interstate GST Sales @ 5%,Interstate GST Sales @ 18%
31-Mar-25,Walk in Customers - Plaeto,PSB24-25/INV-966,PSB24-25/INV-966,Being Sale of Goods - Accounted,2 Pr,,2372.88,2800.00 Dr,2372.88 Cr,,,,213.56 Cr,213.56 Cr,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 08C) - Black,,,,1 Pr,1186.44/Pr,1186.44,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 08 C) - White,,,,1 Pr,1186.44/Pr,1186.44,,,,,,,,,,,,,,,,,,,,
31-Mar-25,Walk in Customers - Sahakar Nagar,PSB24-25/INV-967,PSB24-25/INV-967,Being Sale of Goods - Accounted,11 Pr,,17635.59,20810.00 Dr,17635.59 Cr,,0.01 Cr,,1587.20 Cr,1587.20 Cr,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 11 C) - Black,,,,1 Pr,1313.56/Pr,1313.56,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 12 C) - Black,,,,1 Pr,1313.56/Pr,1313.56,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 13 C) - Black,,,,1 Pr,1313.56/Pr,1313.56,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 13 C) - White,,,,1 Pr,1313.56/Pr,1313.56,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 02 UK) - Black,,,,1 Pr,1652.54/Pr,1652.54,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 06 UK) - Black,,,,2 Pr,1822.03/Pr,3644.06,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 07 UK) - Black,,,,1 Pr,1754.24/Pr,1754.24,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 08 UK) - Black,,,,1 Pr,1754.24/Pr,1754.24,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 08 UK) - Black,,,,1 Pr,1822.03/Pr,1822.03,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 10 UK) - Black,,,,1 Pr,1754.24/Pr,1754.24,,,,,,,,,,,,,,,,,,,,
31-Mar-25,Walk in Customers - Office Store,PSB24-25/INV-968,PSB24-25/INV-968,Being Sale of Goods - Accounted,,,111427.61,131301.00 Dr,111427.61 Cr,,0.09 Cr,,9881.99 Cr,9881.99 Cr,,30.71 Cr,30.71 Cr,23.95 Cr,23.95 Cr,,,,,,,,
,Plaeto Nova School Shoes (Size 10 C) - Black,,,,3 Pr,1270.34/Pr,3811.02,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 11 C) - Black,,,,3 Pr,1270.34/Pr,3811.02,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 12 C) - Black,,,,6 Pr,1270.34/Pr,7622.04,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 13 C) - Black,,,,8 Pr,1270.34/Pr,10162.72,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 01 UK) - Black,,,,1 Pr,1440.68/Pr,1440.68,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 01 UK) - Black,,,,9 Pr,1592.37/Pr,14331.33,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 02 UK) - Black,,,,4 Pr,1592.37/Pr,6369.48,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 03 UK) - Black,,,,1 Pr,1592.37/Pr,1592.37,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 04 UK) - Black,,,,1 Pr,1592.37/Pr,1592.37,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 06 UK) - Black,,,,2 Pr,1694.07/Pr,3388.14,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 07 UK) - Black,,,,1 Pr,1694.07/Pr,1694.07,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 08 UK) - Black,,,,1 Pr,1566.95/Pr,1566.95,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 08 UK) - Black,,,,1 Pr,1694.07/Pr,1694.07,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 09 UK) - Black,,,,1 Pr,1525.42/Pr,1525.42,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 10 UK) - Black,,,,1 Pr,1525.42/Pr,1525.42,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 12 UK) - Black,,,,1 Pr,1855.08/Pr,1855.08,,,,,,,,,,,,,,,,,,,,
,Laces,,,,1 Pr,88.39/Pr,88.39,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 12 C) - White,,,,4 Pr,1270.34/Pr,5081.36,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 13 C) - White,,,,6 Pr,1270.34/Pr,7622.04,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 01 UK) - White,,,,8 Pr,1592.37/Pr,12738.96,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 02 UK) - White,,,,4 Pr,1592.37/Pr,6369.48,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 03 UK) - White,,,,1 Pr,1592.37/Pr,1592.37,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 04 UK) - White,,,,1 Pr,1592.37/Pr,1592.37,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 06 UK) - White,,,,3 Pr,1694.07/Pr,5082.21,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 10 UK) - White,,,,1 Pr,1694.07/Pr,1694.07,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 09 US) - Black,,,,1 Pr,1914.41/Pr,1914.41,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 09 US) - White,,,,1 Pr,1914.41/Pr,1914.41,,,,,,,,,,,,,,,,,,,,
,Plain White Crew Length Socks (P/1) - S,,,,4 Pr,80.95/Pr,323.80,,,,,,,,,,,,,,,,,,,,
,Plain White Crew Length Socks (P/1) - S,,,,6 Pr,80.95/Pr,485.70,,,,,,,,,,,,,,,,,,,,
,Plain White Crew Length Socks (P/1) - M,,,,1 Pr,80.95/Pr,80.95,,,,,,,,,,,,,,,,,,,,
,Plain White Crew Length Socks (P/1) - M,,,,3 Pr,80.95/Pr,242.85,,,,,,,,,,,,,,,,,,,,
,Plain Navy Blue Ankle Socks (P/1) - XL,,,,1 Pr,47.62/Pr,47.62,,,,,,,,,,,,,,,,,,,,
,Silicone Ball,,,,1 Nos,216.10/Nos,216.10,,,,,,,,,,,,,,,,,,,,
,Flying Disc Frisbee,,,,1 Nos,114.29/Nos,114.29,,,,,,,,,,,,,,,,,,,,
,Flying Disc Frisbee,,,,1 Nos,196.43/Nos,196.43,,,,,,,,,,,,,,,,,,,,
,Black Socks - XL,,,,1 Pr,47.62/Pr,47.62,,,,,,,,,,,,,,,,,,,,
31-Mar-25,COD - Brigade Mahadevapura ***,PSB24-25/INV-969,PSB24-25/INV-969,Being Sale of Goods - Accounted,,,139296.37,164370.00 Dr,139296.37 Cr,,0.25 Cr,,12536.69 Cr,12536.69 Cr,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 10 C) - Black,,,,6 Pr,1185.59/Pr,7113.54,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 11 C) - Black,,,,5 Pr,1185.59/Pr,5927.95,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 12 C) - Black,,,,22 Pr,1185.59/Pr,26082.98,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 13 C) - Black,,,,19 Pr,1185.59/Pr,22526.21,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 01 UK) - Black,,,,11 Pr,1482.20/Pr,16304.20,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 02 UK) - Black,,,,4 Pr,1482.20/Pr,5928.80,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 03 UK) - Black,,,,8 Pr,1482.20/Pr,11857.60,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 04 UK) - Black,,,,3 Pr,1482.20/Pr,4446.60,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 05 UK) - Black,,,,3 Pr,1609.32/Pr,4827.96,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 06 UK) - Black,,,,7 Pr,1609.32/Pr,11265.24,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 07 UK) - Black,,,,2 Pr,1609.32/Pr,3218.64,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 08 UK) - Black,,,,4 Pr,1609.32/Pr,6437.28,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 09 UK) - Black,,,,2 Pr,1609.32/Pr,3218.64,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 10 UK) - Black,,,,1 Pr,1609.32/Pr,1609.32,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 12 UK) - Black,,,,2 Pr,1609.32/Pr,3218.64,,,,,,,,,,,,,,,,,,,,
,Sole Mate Pack,,,,21 Nos,160.17/Nos,3363.57,,,,,,,,,,,,,,,,,,,,
,Champ's Value Pack,,,,10 Nos,194.92/Nos,1949.20,,,,,,,,,,,,,,,,,,,,
31-Mar-25,COD - Brigade Malleshwaram***,PSB24-25/INV-970,PSB24-25/INV-970,Being Sale of Goods - Accounted,,,315474.12,372225.00 Dr,315474.12 Cr,,0.34 Dr,,28341.48 Cr,28341.48 Cr,,,,34.13 Cr,34.13 Cr,,,,,,,,
,Plaeto Nova School Shoes (Size 07 C) - Black,,,,3 Pr,1185.59/Pr,3556.77,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 08C) - Black,,,,6 Pr,1185.59/Pr,7113.54,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 09C) - Black,,,,13 Pr,1185.59/Pr,15412.67,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 10 C) - Black,,,,21 Pr,1185.59/Pr,24897.39,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 11 C) - Black,,,,14 Pr,1185.59/Pr,16598.26,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 12 C) - Black,,,,12 Pr,1185.59/Pr,14227.08,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 13 C) - Black,,,,14 Pr,1185.59/Pr,16598.26,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 01 UK) - Black,,,,14 Pr,1482.20/Pr,20750.80,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 02 UK) - Black,,,,11 Pr,1482.20/Pr,16304.20,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 03 UK) - Black,,,,12 Pr,1482.20/Pr,17786.40,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 04 UK) - Black,,,,9 Pr,1482.20/Pr,13339.80,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 05 UK) - Black,,,,14 Pr,1609.32/Pr,22530.48,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 06 UK) - Black,,,,22 Pr,1609.32/Pr,35405.04,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 07 UK) - Black,,,,11 Pr,1609.32/Pr,17702.52,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 08 UK) - Black,,,,22 Pr,1609.32/Pr,35405.04,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 09 UK) - Black,,,,12 Pr,1609.32/Pr,19311.84,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 10 UK) - Black,,,,5 Pr,1609.32/Pr,8046.60,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 11 UK) - Black,,,,3 Pr,1609.32/Pr,4827.96,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 12 UK) - Black,,,,1 Pr,1609.32/Pr,1609.32,,,,,,,,,,,,,,,,,,,,
,Laces,,,,13 Pr,43.75/Pr,568.75,,,,,,,,,,,,,,,,,,,,
,Sole Mate Pack,,,,12 Nos,160.17/Nos,1922.04,,,,,,,,,,,,,,,,,,,,
,Champ's Value Pack,,,,8 Nos,194.92/Nos,1559.36,,,,,,,,,,,,,,,,,,,,
31-Mar-25,Gear International School,PSB24-25/INV-971,PSB24-25/INV-971,Being Sale of Goods - Accounted,,,16372.04,19319.00 Dr,16372.04 Cr,,,,1473.48 Cr,1473.48 Cr,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 11 C) - Black,,,,1 Pr,1143.22/Pr,1143.22,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 01 UK) - Black,,,,2 Pr,1439.83/Pr,2879.66,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 03 UK) - Black,,,,2 Pr,1439.83/Pr,2879.66,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 04 UK) - Black,,,,1 Pr,1439.83/Pr,1439.83,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 06 UK) - Black,,,,1 Pr,1566.95/Pr,1566.95,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 08 UK) - Black,,,,2 Pr,1566.95/Pr,3133.90,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 09 UK) - Black,,,,2 Pr,1566.95/Pr,3133.90,,,,,,,,,,,,,,,,,,,,
,Champ's Value Pack,,,,1 Nos,194.92/Nos,194.92,,,,,,,,,,,,,,,,,,,,
31-Mar-25,Gnan Srishti School Of Excellence,PSB24-25/INV-972,PSB24-25/INV-972,Being Sale of Goods - Accounted,33 Pr,,50338.86,59400.00 Dr,50338.86 Cr,,0.10 Cr,,4530.52 Cr,4530.52 Cr,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 05 UK) - Black,,,,1 Pr,1525.42/Pr,1525.42,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 06 UK) - Black,,,,1 Pr,1525.42/Pr,1525.42,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 07 UK) - Black,,,,4 Pr,1525.42/Pr,6101.68,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 08 UK) - Black,,,,2 Pr,1525.42/Pr,3050.84,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 09 UK) - Black,,,,9 Pr,1525.42/Pr,13728.78,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 10 UK) - Black,,,,1 Pr,1525.42/Pr,1525.42,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 11 UK) - Black,,,,1 Pr,1525.42/Pr,1525.42,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 12 UK) - Black,,,,1 Pr,1525.42/Pr,1525.42,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 06 UK) - White,,,,1 Pr,1525.42/Pr,1525.42,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 07 UK) - White,,,,4 Pr,1525.42/Pr,6101.68,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 08 UK) - White,,,,2 Pr,1525.42/Pr,3050.84,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 09 UK) - White,,,,5 Pr,1525.42/Pr,7627.10,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 12 UK) - White,,,,1 Pr,1525.42/Pr,1525.42,,,,,,,,,,,,,,,,,,,,
31-Mar-25,RV Public School,PSB24-25/INV-973,PSB24-25/INV-973,Being Sale of Goods - Accounted,1 Pr,,1600.85,1889.00 Dr,1600.85 Cr,,0.01 Dr,,144.08 Cr,144.08 Cr,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 08 UK) - Black,,,,1 Pr,1600.85/Pr,1600.85,,,,,,,,,,,,,,,,,,,,
31-Mar-25,COD - RCIS Kalyan Nagar ****,PSB24-25/INV-974,PSB24-25/INV-974,Being Sale of Goods - Accounted,22 Pr,,41922.10,49468.00 Dr,41922.10 Cr,,0.10 Dr,,3773.00 Cr,3773.00 Cr,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 06 Y) - Black,,,,1 Pr,1719.49/Pr,1719.49,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 08 US) - Black,,,,4 Pr,1914.41/Pr,7657.64,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 09 US) - Black,,,,3 Pr,1914.41/Pr,5743.23,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 10 US) - Black,,,,1 Pr,1914.41/Pr,1914.41,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 11 US) - Black,,,,1 Pr,1914.41/Pr,1914.41,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 12 US) - Black,,,,2 Pr,1914.41/Pr,3828.82,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 13 US) - Black,,,,1 Pr,1914.41/Pr,1914.41,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 14 US) - Black,,,,1 Pr,1914.41/Pr,1914.41,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 08 US) - White,,,,3 Pr,1914.41/Pr,5743.23,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 09 US) - White,,,,1 Pr,1914.41/Pr,1914.41,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 11 US) - White,,,,2 Pr,1914.41/Pr,3828.82,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 13 US) - White,,,,1 Pr,1914.41/Pr,1914.41,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 14 US) - White,,,,1 Pr,1914.41/Pr,1914.41,,,,,,,,,,,,,,,,,,,,
31-Mar-25,COD - Brigade Mahadevapura ***,PSB24-25/INV-975,PSB24-25/INV-975,Being Sale of Goods - Accounted,60 Pr,,82194.73,96990.00 Dr,82194.73 Cr,,0.19 Cr,,7397.54 Cr,7397.54 Cr,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 10 C) - Black,,,,4 Pr,1185.59/Pr,4742.36,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 11 C) - Black,,,,5 Pr,1185.59/Pr,5927.95,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 12 C) - Black,,,,7 Pr,1185.59/Pr,8299.13,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 13 C) - Black,,,,11 Pr,1185.59/Pr,13041.49,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 01 UK) - Black,,,,6 Pr,1482.20/Pr,8893.20,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 02 UK) - Black,,,,7 Pr,1482.20/Pr,10375.40,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 03 UK) - Black,,,,7 Pr,1482.20/Pr,10375.40,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 04 UK) - Black,,,,3 Pr,1482.20/Pr,4446.60,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 05 UK) - Black,,,,1 Pr,1609.32/Pr,1609.32,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 06 UK) - Black,,,,2 Pr,1609.32/Pr,3218.64,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 07 UK) - Black,,,,3 Pr,1609.32/Pr,4827.96,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 08 UK) - Black,,,,1 Pr,1609.32/Pr,1609.32,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 09 UK) - Black,,,,2 Pr,1609.32/Pr,3218.64,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 10 UK) - Black,,,,1 Pr,1609.32/Pr,1609.32,,,,,,,,,,,,,,,,,,,,
31-Mar-25,Gnan Srishti School Of Excellence,PSB24-25/INV-976,PSB24-25/INV-976,Being Sale of Goods - Accounted,198 Pr,,281609.94,332300.00 Dr,281609.94 Cr,,0.30 Cr,,25344.88 Cr,25344.88 Cr,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 09C) - Black,,,,1 Pr,1186.44/Pr,1186.44,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 10 C) - Black,,,,5 Pr,1186.44/Pr,5932.20,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 11 C) - Black,,,,4 Pr,1186.44/Pr,4745.76,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 12 C) - Black,,,,4 Pr,1186.44/Pr,4745.76,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 13 C) - Black,,,,9 Pr,1186.44/Pr,10677.96,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 01 UK) - Black,,,,8 Pr,1440.68/Pr,11525.44,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 02 UK) - Black,,,,10 Pr,1440.68/Pr,14406.80,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 03 UK) - Black,,,,10 Pr,1440.68/Pr,14406.80,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 04 UK) - Black,,,,4 Pr,1440.68/Pr,5762.72,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 05 UK) - Black,,,,7 Pr,1525.42/Pr,10677.94,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 06 UK) - Black,,,,9 Pr,1525.42/Pr,13728.78,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 07 UK) - Black,,,,8 Pr,1525.42/Pr,12203.36,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 08 UK) - Black,,,,16 Pr,1525.42/Pr,24406.72,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 09 UK) - Black,,,,5 Pr,1525.42/Pr,7627.10,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 10 UK) - Black,,,,3 Pr,1525.42/Pr,4576.26,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 09 C) - White,,,,1 Pr,1186.44/Pr,1186.44,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 10 C) - White,,,,4 Pr,1186.44/Pr,4745.76,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 11 C) - White,,,,3 Pr,1186.44/Pr,3559.32,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 12 C) - White,,,,4 Pr,1186.44/Pr,4745.76,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 13 C) - White,,,,9 Pr,1186.44/Pr,10677.96,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 01 UK) - White,,,,6 Pr,1440.68/Pr,8644.08,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 02 UK) - White,,,,10 Pr,1440.68/Pr,14406.80,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 03 UK) - White,,,,11 Pr,1440.68/Pr,15847.48,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 04 UK) - White,,,,6 Pr,1440.68/Pr,8644.08,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 05 UK) - White,,,,8 Pr,1525.42/Pr,12203.36,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 06 UK) - White,,,,9 Pr,1525.42/Pr,13728.78,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 07 UK) - White,,,,7 Pr,1525.42/Pr,10677.94,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 08 UK) - White,,,,12 Pr,1525.42/Pr,18305.04,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 09 UK) - White,,,,3 Pr,1525.42/Pr,4576.26,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 10 UK) - White,,,,2 Pr,1525.42/Pr,3050.84,,,,,,,,,,,,,,,,,,,,
31-Mar-25,National Public School  - Jayanagar (NPS),PSB24-25/INV-977,PSB24-25/INV-977,Being Sale of Goods - Accounted,43 Pr,,55933.29,65557.00 Dr,55933.29 Cr,,0.09 Dr,,4726.47 Cr,4726.47 Cr,,85.43 Cr,85.43 Cr,,,,,,,,,,
,Plaeto Nova School Shoes (Size 06 UK) - Black,,,,1 Pr,1694.07/Pr,1694.07,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 08 UK) - Black,,,,1 Pr,1694.07/Pr,1694.07,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 09 UK) - Black,,,,3 Pr,1694.07/Pr,5082.21,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 10 UK) - Black,,,,5 Pr,1694.07/Pr,8470.35,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 11 UK) - Black,,,,3 Pr,1694.07/Pr,5082.21,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 12 UK) - Black,,,,2 Pr,1694.07/Pr,3388.14,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 06 UK) - White,,,,1 Pr,1694.07/Pr,1694.07,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 07 UK) - White,,,,1 Pr,1694.07/Pr,1694.07,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 08 UK) - White,,,,1 Pr,1694.07/Pr,1694.07,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 09 UK) - White,,,,3 Pr,1694.07/Pr,5082.21,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 10 UK) - White,,,,5 Pr,1694.07/Pr,8470.35,,,,,,,,,,,,,,,,,,,,
