Date,Particulars,Voucher No.,Voucher Ref. No.,Narration,Quantity,Rate,Value,Gross Total,GST Sales,Output IGST @ 18%,Round Off,Output CGST @ 6%,Output SGST @ 6%,Shipping Local GST @ 12%,Output IGST @ 12%,Output CGST @ 9%,Output SGST @ 9%,Output CGST @ 2.5%,Output SGST @ 2.5%,Output IGST @ 5%,Shipping Local GST @ 18%,Shipping Interstate GST @ 12%,Input IGST @ 18%,Input SGST @ 6%,Local GST Sales @ 5%,Local GST Sales @ 12%,Local GST Sales @ 18%,Interstate GST Sales @ 18%
,Adidas Elements School Shoes (Size 9 UK) - Black,,,,38 Pr,2042.37/Pr,77610.06,,,,,,,,,,,,,,,,,,,,,
,Adidas Elements School Shoes (Size 10 UK) - Black,,,,39 Pr,2042.37/Pr,79652.43,,,,,,,,,,,,,,,,,,,,,
,Adidas Elements School Shoes (Size 11 UK) - Black,,,,13 Pr,2042.37/Pr,26550.81,,,,,,,,,,,,,,,,,,,,,
,Adidas Elements School Shoes (Size 12 UK) - Black,,,,12 Pr,2042.37/Pr,24508.44,,,,,,,,,,,,,,,,,,,,,
,Adidas Elements School Shoes (Size 13 UK) - Black,,,,1 Pr,2042.37/Pr,2042.37,,,,,,,,,,,,,,,,,,,,,
,Laces,,,,3 Pr,43.75/Pr,131.25,,,,,,,,,,,,,,,,,,,,,
30-Apr-25,KINGSTON HIGH SCHOOL,PSB25-26/INV-179,PSB25-26/INV-179,Being Sale of Goods - Accounted,147 Pr,,217725.33,256900.00 Dr,217725.33 Cr,,0.21 Cr,16.07 Cr,16.07 Cr,,,19571.16 Cr,19571.16 Cr,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 08C) - Black,,,,2 Pr,1313.56/Pr,2627.12,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 10 C) - Black,,,,3 Pr,1313.56/Pr,3940.68,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 11 C) - Black,,,,2 Pr,1313.56/Pr,2627.12,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 12 C) - Black,,,,9 Pr,1313.56/Pr,11822.04,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 13 C) - Black,,,,16 Pr,1313.56/Pr,21016.96,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 01 UK) - Black,,,,17 Pr,1525.42/Pr,25932.14,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 02 UK) - Black,,,,12 Pr,1525.42/Pr,18305.04,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 03 UK) - Black,,,,16 Pr,1525.42/Pr,24406.72,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 04 UK) - Black,,,,13 Pr,1525.42/Pr,19830.46,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 05 UK) - Black,,,,12 Pr,1610.17/Pr,19322.04,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 06 UK) - Black,,,,13 Pr,1610.17/Pr,20932.21,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 07 UK) - Black,,,,11 Pr,1610.17/Pr,17711.87,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 08 UK) - Black,,,,6 Pr,1610.17/Pr,9661.02,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 09 UK) - Black,,,,7 Pr,1610.17/Pr,11271.19,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 10 UK) - Black,,,,3 Pr,1610.17/Pr,4830.51,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 12 UK) - Black,,,,2 Pr,1610.17/Pr,3220.34,,,,,,,,,,,,,,,,,,,,,
,Laces,,,,3 Pr,89.29/Pr,267.87,,,,,,,,,,,,,,,,,,,,,
30-Apr-25,National Academy for Learning - Jakkur,PSB25-26/INV-180,PSB25-26/INV-180,Being Sale of Goods - Accounted,43 Pr,,74709.15,88157.00 Dr,74709.15 Cr,,0.17 Cr,,,,,6723.84 Cr,6723.84 Cr,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 11 C) - Black,,,,1 Pr,1715.25/Pr,1715.25,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 12 C) - Black,,,,5 Pr,1715.25/Pr,8576.25,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 13 C) - Black,,,,9 Pr,1715.25/Pr,15437.25,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 01 Y) - Black,,,,6 Pr,1715.25/Pr,10291.50,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 02 Y) - Black,,,,2 Pr,1715.25/Pr,3430.50,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 03 Y) - Black,,,,3 Pr,1715.25/Pr,5145.75,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 04 Y) - Black,,,,7 Pr,1715.25/Pr,12006.75,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 05 Y) - Black,,,,3 Pr,1715.25/Pr,5145.75,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 06 Y) - Black,,,,2 Pr,1715.25/Pr,3430.50,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 07 US) - Black,,,,2 Pr,1905.93/Pr,3811.86,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 10 US) - Black,,,,2 Pr,1905.93/Pr,3811.86,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 11 US) - Black,,,,1 Pr,1905.93/Pr,1905.93,,,,,,,,,,,,,,,,,,,,,
30-Apr-25,National Public School  - Jayanagar (NPS),PSB25-26/INV-181,PSB25-26/INV-181,Being Sale of Goods - Accounted,527 Pr,,555186.87,647273.00 Dr,555186.87 Cr,,0.47 Cr,,,,,44533.60 Cr,44533.60 Cr,1509.23 Cr,1509.23 Cr,,,,,,,,,
,Plaeto Nova School Shoes (Size 09C) - Black,,,,3 Pr,1270.34/Pr,3811.02,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 10 C) - Black,,,,7 Pr,1270.34/Pr,8892.38,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 11 C) - Black,,,,10 Pr,1270.34/Pr,12703.40,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 12 C) - Black,,,,10 Pr,1270.34/Pr,12703.40,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 13 C) - Black,,,,18 Pr,1270.34/Pr,22866.12,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 01 UK) - Black,,,,26 Pr,1609.32/Pr,41842.32,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 02 UK) - Black,,,,21 Pr,1609.32/Pr,33795.72,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 03 UK) - Black,,,,22 Pr,1609.32/Pr,35405.04,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 04 UK) - Black,,,,15 Pr,1609.32/Pr,24139.80,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 05 UK) - Black,,,,15 Pr,1694.07/Pr,25411.05,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 06 UK) - Black,,,,12 Pr,1694.07/Pr,20328.84,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 07 UK) - Black,,,,7 Pr,1694.07/Pr,11858.49,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 08 UK) - Black,,,,6 Pr,1694.07/Pr,10164.42,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 09 UK) - Black,,,,4 Pr,1694.07/Pr,6776.28,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 10 UK) - Black,,,,3 Pr,1694.07/Pr,5082.21,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 11 UK) - Black,,,,2 Pr,1694.07/Pr,3388.14,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 12 UK) - Black,,,,1 Pr,1694.07/Pr,1694.07,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 10 C) - White,,,,1 Pr,1270.34/Pr,1270.34,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 12 C) - White,,,,1 Pr,1270.34/Pr,1270.34,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 13 C) - White,,,,10 Pr,1270.34/Pr,12703.40,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 01 UK) - White,,,,23 Pr,1609.32/Pr,37014.36,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 02 UK) - White,,,,18 Pr,1609.32/Pr,28967.76,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 03 UK) - White,,,,19 Pr,1609.32/Pr,30577.08,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 04 UK) - White,,,,14 Pr,1609.32/Pr,22530.48,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 05 UK) - White,,,,14 Pr,1694.07/Pr,23716.98,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 06 UK) - White,,,,11 Pr,1694.07/Pr,18634.77,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 07 UK) - White,,,,7 Pr,1694.07/Pr,11858.49,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 08 UK) - White,,,,5 Pr,1694.07/Pr,8470.35,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 09 UK) - White,,,,4 Pr,1694.07/Pr,6776.28,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 10 UK) - White,,,,3 Pr,1694.07/Pr,5082.21,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 11 UK) - White,,,,2 Pr,1694.07/Pr,3388.14,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 12 UK) - White,,,,1 Pr,1694.07/Pr,1694.07,,,,,,,,,,,,,,,,,,,,,
,Socks,,,,212 Pr,284.76/Pr,60369.12,,,,,,,,,,,,,,,,,,,,,
30-Apr-25,National Public School  - Kalkere (NPS),PSB25-26/INV-182,PSB25-26/INV-182,Being Sale of Goods - Accounted,,,181949.12,214695.00 Dr,181949.12 Cr,,0.30 Cr,5.25 Cr,,,,16367.54 Cr,16367.54 Cr,,,,,,,5.25 Cr,,,,
,Plaeto Nova School Shoes (Size 11 C) - Black,,,,2 Pr,1440.68/Pr,2881.36,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 12 C) - Black,,,,2 Pr,1440.68/Pr,2881.36,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 13 C) - Black,,,,3 Pr,1440.68/Pr,4322.04,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 01 UK) - Black,,,,6 Pr,1822.03/Pr,10932.18,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 02 UK) - Black,,,,3 Pr,1822.03/Pr,5466.09,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 03 UK) - Black,,,,9 Pr,1822.03/Pr,16398.27,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 04 UK) - Black,,,,4 Pr,1822.03/Pr,7288.12,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 06 UK) - Black,,,,6 Pr,1949.15/Pr,11694.90,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 07 UK) - Black,,,,4 Pr,1949.15/Pr,7796.60,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 08 UK) - Black,,,,5 Pr,1949.15/Pr,9745.75,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 09 UK) - Black,,,,4 Pr,1949.15/Pr,7796.60,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 10 UK) - Black,,,,2 Pr,1949.15/Pr,3898.30,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 11 UK) - Black,,,,1 Pr,1949.15/Pr,1949.15,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 12 C) - White,,,,2 Pr,1440.68/Pr,2881.36,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 01 UK) - White,,,,6 Pr,1822.03/Pr,10932.18,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 02 UK) - White,,,,5 Pr,1822.03/Pr,9110.15,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 03 UK) - White,,,,10 Pr,1822.03/Pr,18220.30,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 04 UK) - White,,,,6 Pr,1822.03/Pr,10932.18,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 05 UK) - White,,,,1 Pr,1949.15/Pr,1949.15,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 06 UK) - White,,,,5 Pr,1949.15/Pr,9745.75,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 07 UK) - White,,,,3 Pr,1949.15/Pr,5847.45,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 08 UK) - White,,,,3 Pr,1949.15/Pr,5847.45,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 09 UK) - White,,,,3 Pr,1949.15/Pr,5847.45,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 10 UK) - White,,,,2 Pr,1949.15/Pr,3898.30,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 11 UK) - White,,,,1 Pr,1949.15/Pr,1949.15,,,,,,,,,,,,,,,,,,,,,
,Laces,,,,2 Pr,43.75/Pr,87.50,,,,,,,,,,,,,,,,,,,,,
,Sole Mate Pack,,,,3 Nos,160.17/Nos,480.51,,,,,,,,,,,,,,,,,,,,,
,Champ's Value Pack,,,,6 Nos,194.92/Nos,1169.52,,,,,,,,,,,,,,,,,,,,,
30-Apr-25,National Public School  - Marathahalli (NPS),PSB25-26/INV-183,PSB25-26/INV-183,Being Sale of Goods - Accounted,16 Pr,,32655.98,38534.00 Dr,32655.98 Cr,,0.12 Dr,,,,,2939.07 Cr,2939.07 Cr,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 13 C) - Black,,,,2 Pr,1948.31/Pr,3896.62,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 02 Y) - Black,,,,1 Pr,1948.31/Pr,1948.31,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 03 Y) - Black,,,,1 Pr,1948.31/Pr,1948.31,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 04 Y) - Black,,,,1 Pr,1948.31/Pr,1948.31,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 08 US) - Black,,,,2 Pr,2160.17/Pr,4320.34,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 10 US) - Black,,,,1 Pr,2160.17/Pr,2160.17,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 13 C) - White,,,,2 Pr,1948.31/Pr,3896.62,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 02 Y) - White,,,,2 Pr,1948.31/Pr,3896.62,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 07 US) - White,,,,1 Pr,2160.17/Pr,2160.17,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 08 US) - White,,,,2 Pr,2160.17/Pr,4320.34,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 10 US) - White,,,,1 Pr,2160.17/Pr,2160.17,,,,,,,,,,,,,,,,,,,,,
30-Apr-25,National Public School  - Sadashiva Nagar (NPS),PSB25-26/INV-184,PSB25-26/INV-184,Being Sale of Goods - Accounted,9 Pr,,14144.90,16691.00 Dr,14144.90 Cr,,,,,,,1273.05 Cr,1273.05 Cr,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 12 C) - Black,,,,1 Pr,1270.34/Pr,1270.34,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 02 UK) - Black,,,,2 Pr,1609.32/Pr,3218.64,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 03 UK) - Black,,,,2 Pr,1609.32/Pr,3218.64,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 04 UK) - Black,,,,1 Pr,1609.32/Pr,1609.32,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 02 UK) - White,,,,1 Pr,1609.32/Pr,1609.32,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 03 UK) - White,,,,1 Pr,1609.32/Pr,1609.32,,,,,,,,,,,,,,,,,,,,,
,Plaeto Nova School Shoes (Size 04 UK) - White,,,,1 Pr,1609.32/Pr,1609.32,,,,,,,,,,,,,,,,,,,,,
30-Apr-25,Prestige School,PSB25-26/INV-185,PSB25-26/INV-185,Being Sale of Goods - Accounted,1 Pr,,1151.69,1359.00 Dr,1151.69 Cr,,0.01 Cr,,,,,103.65 Cr,103.65 Cr,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 08 UK) - Black,,,,1 Pr,1151.69/Pr,1151.69,,,,,,,,,,,,,,,,,,,,,
30-Apr-25,Primus Public School,PSB25-26/INV-186,PSB25-26/INV-186,Being Sale of Goods - Accounted,84 Pr,,148050.86,174700.00 Dr,148050.86 Cr,,0.02 Cr,,,,,13324.56 Cr,13324.56 Cr,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 12 C) - Black,,,,3 Pr,1737.29/Pr,5211.87,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 13 C) - Black,,,,4 Pr,1737.29/Pr,6949.16,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 01 Y) - Black,,,,9 Pr,1737.29/Pr,15635.61,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 02 Y) - Black,,,,13 Pr,1737.29/Pr,22584.77,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 03 Y) - Black,,,,5 Pr,1737.29/Pr,8686.45,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 04 Y) - Black,,,,9 Pr,1737.29/Pr,15635.61,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 05 Y) - Black,,,,7 Pr,1737.29/Pr,12161.03,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 06 Y) - Black,,,,9 Pr,1737.29/Pr,15635.61,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 07 US) - Black,,,,13 Pr,1822.03/Pr,23686.39,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 08 US) - Black,,,,4 Pr,1822.03/Pr,7288.12,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 09 US) - Black,,,,6 Pr,1822.03/Pr,10932.18,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 10 US) - Black,,,,1 Pr,1822.03/Pr,1822.03,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 11 US) - Black,,,,1 Pr,1822.03/Pr,1822.03,,,,,,,,,,,,,,,,,,,,,
30-Apr-25,R.V. INTERNATIONAL SCHOOL,PSB25-26/INV-187,PSB25-26/INV-187,Being Sale of Goods - Accounted,29 Pr,,34143.91,40171.00 Dr,34143.91 Cr,,0.01 Cr,118.82 Cr,118.82 Cr,,,2894.72 Cr,2894.72 Cr,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 10 C) - Black,,,,1 Pr,990.18/Pr,990.18,,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 13 C) - Black,,,,1 Pr,990.18/Pr,990.18,,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 01 UK) - Black,,,,4 Pr,1151.69/Pr,4606.76,,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 02 UK) - Black,,,,5 Pr,1151.69/Pr,5758.45,,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 03 UK) - Black,,,,1 Pr,1151.69/Pr,1151.69,,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 04 UK) - Black,,,,3 Pr,1151.69/Pr,3455.07,,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 05 UK) - Black,,,,3 Pr,1227.97/Pr,3683.91,,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 06 UK) - Black,,,,2 Pr,1227.97/Pr,2455.94,,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 08 UK) - Black,,,,5 Pr,1227.97/Pr,6139.85,,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 09 UK) - Black,,,,1 Pr,1227.97/Pr,1227.97,,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 10 UK) - Black,,,,1 Pr,1227.97/Pr,1227.97,,,,,,,,,,,,,,,,,,,,,
,Plaeto Aspire School Shoes (Size 11 UK) - Black,,,,2 Pr,1227.97/Pr,2455.94,,,,,,,,,,,,,,,,,,,,,
30-Apr-25,COD - RCIS Kalyan Nagar ****,PSB25-26/INV-188,PSB25-26/INV-188,Being Sale of Goods - Accounted,229 Pr,,417933.29,493161.00 Dr,417933.29 Cr,,0.31 Dr,,,,,37614.01 Cr,37614.01 Cr,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 01 Y) - Black,,,,2 Pr,1719.49/Pr,3438.98,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 02 Y) - Black,,,,2 Pr,1719.49/Pr,3438.98,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 03 Y) - Black,,,,14 Pr,1719.49/Pr,24072.86,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 04 Y) - Black,,,,10 Pr,1719.49/Pr,17194.90,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 05 Y) - Black,,,,14 Pr,1719.49/Pr,24072.86,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 06 Y) - Black,,,,11 Pr,1719.49/Pr,18914.39,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 07 US) - Black,,,,17 Pr,1914.41/Pr,32544.97,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 08 US) - Black,,,,12 Pr,1914.41/Pr,22972.92,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 09 US) - Black,,,,7 Pr,1914.41/Pr,13400.87,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 10 US) - Black,,,,12 Pr,1914.41/Pr,22972.92,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 11 US) - Black,,,,8 Pr,1914.41/Pr,15315.28,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 12 US) - Black,,,,3 Pr,1914.41/Pr,5743.23,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 13 US) - Black,,,,2 Pr,1914.41/Pr,3828.82,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 01 Y) - White,,,,2 Pr,1719.49/Pr,3438.98,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 02 Y) - White,,,,2 Pr,1719.49/Pr,3438.98,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 03 Y) - White,,,,12 Pr,1719.49/Pr,20633.88,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 04 Y) - White,,,,13 Pr,1719.49/Pr,22353.37,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 05 Y) - White,,,,13 Pr,1719.49/Pr,22353.37,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 06 Y) - White,,,,10 Pr,1719.49/Pr,17194.90,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 07 US) - White,,,,17 Pr,1914.41/Pr,32544.97,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 08 US) - White,,,,11 Pr,1914.41/Pr,21058.51,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 09 US) - White,,,,8 Pr,1914.41/Pr,15315.28,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 10 US) - White,,,,13 Pr,1914.41/Pr,24887.33,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 11 US) - White,,,,9 Pr,1914.41/Pr,17229.69,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 12 US) - White,,,,3 Pr,1914.41/Pr,5743.23,,,,,,,,,,,,,,,,,,,,,
,Reebok Prodigy Shoe (Size 13 US) - White,,,,2 Pr,1914.41/Pr,3828.82,,,,,,,,,,,,,,,,,,,,,
30-Apr-25,SOPHIA HIGH SCHOOL,PSB25-26/INV-189,PSB25-26/INV-189,Being Sale of Goods - Accounted,374 Pr,,688567.85,812388.00 Dr,688567.85 Cr,,0.09 Dr,121.98 Cr,121.98 Cr,,,61788.14 Cr,61788.14 Cr,,,,,,,,,,,
,Puma School Shoes (Size 02 UK) - White,,,,16 Pr,1805.08/Pr,28881.28,,,,,,,,,,,,,,,,,,,,,
,Puma School Shoes (Size 03 UK) - White,,,,23 Pr,1805.08/Pr,41516.84,,,,,,,,,,,,,,,,,,,,,
,Puma School Shoes (Size 04 UK) - White,,,,28 Pr,1805.08/Pr,50542.24,,,,,,,,,,,,,,,,,,,,,
,Puma School Shoes (Size 05 UK) - White,,,,52 Pr,1991.53/Pr,103559.56,,,,,,,,,,,,,,,,,,,,,
,Puma School Shoes (Size 06 UK) - White,,,,78 Pr,1991.53/Pr,155339.34,,,,,,,,,,,,,,,,,,,,,
,Puma School Shoes (Size 07 UK) - White,,,,72 Pr,1991.53/Pr,143390.16,,,,,,,,,,,,,,,,,,,,,
,Puma School Shoes (Size 08 UK) - White,,,,46 Pr,1991.53/Pr,91610.38,,,,,,,,,,,,,,,,,,,,,
,Puma School Shoes (Size 09 UK) - White,,,,26 Pr,1991.53/Pr,51779.78,,,,,,,,,,,,,,,,,,,,,
,Puma School Shoes (Size 10 UK) - White,,,,7 Pr,1991.53/Pr,13940.71,,,,,,,,,,,,,,,,,,,,,
